"p","score","alg","seed","sco","nedges","edges"
30,"iBGe","hcmc",2,"-5748.2402999718115",132,"1>12,1>2,1>22,1>8,10>11,10>16,10>18,10>19,10>2,10>21,10>22,10>25,10>26,11>12,11>17,11>20,11>21,11>27,12>29,12>30,13>22,13>23,13>24,13>27,14>10,14>15,14>18,14>19,14>21,14>22,14>26,14>3,14>7,16>20,16>21,16>22,16>24,16>26,17>1,17>21,17>27,17>30,18>11,18>27,18>29,18>30,19>18,19>22,19>23,19>27,2>12,2>21,2>29,2>30,20>2,21>29,21>30,22>29,23>20,23>22,23>28,24>19,24>20,24>23,24>29,24>30,25>19,25>21,25>24,25>27,25>28,25>8,26>11,26>18,26>19,26>20,26>24,26>25,26>28,26>4,27>23,27>28,28>1,28>2,3>13,3>27,3>28,3>29,3>30,3>9,30>15,30>22,30>29,4>11,4>18,4>19,4>2,4>28,4>29,4>30,4>9,5>11,5>15,5>18,5>20,5>25,6>11,6>19,6>20,6>21,6>25,7>1,7>11,7>13,7>16,7>17,7>25,7>27,7>9,8>20,8>21,8>22,8>29,8>30,9>1,9>11,9>12,9>13,9>18,9>19,9>25,9>29"
30,"iBGe","hcmc",3,"-5657.6827991980645",133,"1>12,1>17,1>2,1>22,1>28,1>8,10>11,10>14,10>16,10>18,10>19,10>2,10>21,10>22,10>25,10>26,11>12,11>17,11>18,11>20,11>21,12>29,12>30,13>16,13>18,13>22,13>23,13>24,13>27,14>15,14>18,14>21,14>22,14>24,14>26,14>3,16>20,16>21,16>22,16>26,17>21,17>25,17>27,17>30,18>19,18>20,18>22,18>23,18>27,18>29,18>30,19>23,19>24,2>12,2>19,2>21,2>27,2>29,2>30,2>7,20>23,20>24,21>18,21>29,21>30,22>23,22>29,23>27,24>23,24>29,24>30,25>21,25>27,26>11,26>18,26>25,26>27,28>17,28>19,28>2,28>23,28>24,28>27,3>13,3>29,3>30,3>9,30>15,30>22,30>29,4>11,4>16,4>2,4>26,4>29,4>30,4>9,5>15,5>18,5>23,5>24,5>25,5>28,6>11,6>18,6>21,6>23,6>24,6>25,7>11,7>13,7>14,7>17,7>19,7>25,7>9,8>11,8>17,8>20,8>21,8>22,8>24,8>25,8>26,8>29,8>30,9>11,9>12,9>13,9>18,9>19,9>25,9>29"
30,"iBGe","hillclimbing",1,"-5647.6656975782844",133,"1>12,1>17,1>2,1>22,1>28,1>8,10>11,10>14,10>16,10>18,10>19,10>2,10>21,10>22,10>25,10>26,11>12,11>17,11>18,11>20,11>21,12>29,12>30,13>16,13>18,13>21,13>22,13>23,13>24,13>27,14>15,14>18,14>22,14>24,14>26,14>3,15>21,16>20,16>22,16>26,17>25,17>27,17>30,18>19,18>20,18>21,18>22,18>23,18>27,18>29,18>30,19>23,19>24,2>12,2>19,2>27,2>29,2>30,2>7,20>23,20>24,21>25,21>29,21>30,22>23,22>29,23>27,24>23,24>25,24>29,24>30,25>27,26>11,26>18,26>21,26>25,26>27,28>17,28>19,28>2,28>23,28>24,28>25,28>27,3>13,3>29,3>30,3>9,30>22,30>29,4>11,4>16,4>2,4>26,4>29,4>30,4>9,5>15,5>18,5>23,5>24,5>25,5>28,6>11,6>18,6>23,6>24,6>25,7>11,7>13,7>14,7>17,7>19,7>21,7>9,8>11,8>17,8>18,8>20,8>21,8>22,8>24,8>26,8>29,8>30,9>11,9>12,9>13,9>18,9>19,9>21,9>24,9>29"
30,"iBGe","hillclimbing",2,"-5647.6656975782844",133,"1>12,1>17,1>2,1>22,1>28,1>8,10>11,10>14,10>16,10>18,10>19,10>2,10>21,10>22,10>25,10>26,11>12,11>17,11>18,11>20,11>21,12>29,12>30,13>16,13>18,13>21,13>22,13>23,13>24,13>27,14>15,14>18,14>22,14>24,14>26,14>3,15>21,16>20,16>22,16>26,17>25,17>27,17>30,18>19,18>20,18>21,18>22,18>23,18>27,18>29,18>30,19>23,19>24,2>12,2>19,2>27,2>29,2>30,2>7,20>23,20>24,21>25,21>29,21>30,22>23,22>29,23>27,24>23,24>25,24>29,24>30,25>27,26>11,26>18,26>21,26>25,26>27,28>17,28>19,28>2,28>23,28>24,28>25,28>27,3>13,3>29,3>30,3>9,30>22,30>29,4>11,4>16,4>2,4>26,4>29,4>30,4>9,5>15,5>18,5>23,5>24,5>25,5>28,6>11,6>18,6>23,6>24,6>25,7>11,7>13,7>14,7>17,7>19,7>21,7>9,8>11,8>17,8>18,8>20,8>21,8>22,8>24,8>26,8>29,8>30,9>11,9>12,9>13,9>18,9>19,9>21,9>24,9>29"
30,"iBGe","hillclimbing",3,"-5647.6656975782844",133,"1>12,1>17,1>2,1>22,1>28,1>8,10>11,10>14,10>16,10>18,10>19,10>2,10>21,10>22,10>25,10>26,11>12,11>17,11>18,11>20,11>21,12>29,12>30,13>16,13>18,13>21,13>22,13>23,13>24,13>27,14>15,14>18,14>22,14>24,14>26,14>3,15>21,16>20,16>22,16>26,17>25,17>27,17>30,18>19,18>20,18>21,18>22,18>23,18>27,18>29,18>30,19>23,19>24,2>12,2>19,2>27,2>29,2>30,2>7,20>23,20>24,21>25,21>29,21>30,22>23,22>29,23>27,24>23,24>25,24>29,24>30,25>27,26>11,26>18,26>21,26>25,26>27,28>17,28>19,28>2,28>23,28>24,28>25,28>27,3>13,3>29,3>30,3>9,30>22,30>29,4>11,4>16,4>2,4>26,4>29,4>30,4>9,5>15,5>18,5>23,5>24,5>25,5>28,6>11,6>18,6>23,6>24,6>25,7>11,7>13,7>14,7>17,7>19,7>21,7>9,8>11,8>17,8>18,8>20,8>21,8>22,8>24,8>26,8>29,8>30,9>11,9>12,9>13,9>18,9>19,9>21,9>24,9>29"
40,"iBIC","hcmc",1,"1158.6628308337779",281,"1>22,1>40,10>18,10>19,10>22,10>26,10>29,10>30,10>32,10>36,10>37,10>38,11>1,11>31,11>35,11>36,11>40,12>11,12>13,12>14,12>15,12>19,12>20,12>22,12>26,12>27,12>28,12>36,12>39,13>17,13>18,13>19,13>20,13>22,13>26,13>30,13>34,13>37,13>38,14>11,14>21,14>23,14>27,14>30,14>31,14>32,14>33,14>35,14>36,14>37,15>11,15>13,15>26,15>27,15>28,15>31,15>33,15>37,15>38,15>39,15>7,16>11,16>18,16>20,16>22,16>23,16>26,16>27,16>29,16>32,16>36,16>38,16>6,17>11,17>18,17>22,17>25,17>26,17>29,17>30,17>8,18>19,18>25,18>35,18>39,18>8,19>11,19>22,19>31,19>35,19>39,2>11,2>21,2>27,2>28,2>32,2>33,2>35,2>36,2>37,2>38,2>9,20>25,20>29,20>34,20>35,20>36,20>8,21>1,21>18,21>19,21>22,21>26,21>29,21>30,21>35,21>36,21>38,21>8,21>9,23>28,23>29,23>31,23>32,23>36,23>38,23>39,23>40,24>18,24>21,24>26,24>27,24>30,24>35,24>36,24>37,24>38,25>19,25>29,25>31,25>35,25>36,26>18,26>19,26>27,26>30,26>31,26>34,26>40,26>8,27>11,27>18,27>20,27>29,27>31,27>32,28>11,28>21,28>24,28>30,28>33,28>34,28>37,28>38,28>40,28>9,29>19,29>22,29>36,29>8,3>1,3>11,3>12,3>25,3>27,3>30,3>32,3>37,3>39,3>40,3>7,30>20,30>22,30>29,30>40,32>11,32>18,32>19,32>20,32>30,33>11,33>17,33>20,33>24,33>27,33>29,33>30,33>32,33>38,33>8,34>18,34>19,34>39,34>40,36>39,37>17,37>20,37>26,37>27,37>29,37>31,38>17,38>22,38>26,38>29,38>30,38>32,39>1,39>35,4>10,4>16,4>22,4>28,4>29,4>30,4>36,4>39,4>40,4>7,5>17,5>22,5>23,5>25,5>33,5>37,5>7,5>8,6>10,6>11,6>14,6>17,6>19,6>25,6>26,6>27,6>30,6>32,6>33,6>35,6>36,6>9,7>13,7>16,7>17,7>18,7>19,7>20,7>21,7>23,7>28,7>33,7>34,7>35,7>37,7>8,8>19,8>35,8>36,8>39,8>40,9>13,9>17,9>20,9>22,9>26,9>30,9>32,9>37,9>38,9>40,9>8"
40,"iBIC","hcmc",2,"1237.1015011625636",293,"1>37,1>38,1>40,10>11,10>15,10>18,10>22,10>26,10>29,10>30,10>34,10>36,10>37,10>38,10>8,11>1,11>18,11>21,11>31,11>32,11>35,11>40,12>11,12>13,12>14,12>15,12>18,12>22,12>27,12>28,12>32,12>36,12>38,12>39,13>15,13>18,13>29,13>30,13>33,13>37,13>38,13>5,13>8,14>21,14>23,14>27,14>31,14>32,14>33,14>35,14>36,15>11,15>27,15>28,15>31,15>33,15>36,15>37,15>39,16>18,16>19,16>22,16>26,16>27,16>29,16>30,16>32,16>34,16>38,16>6,16>8,17>11,17>18,17>24,17>25,17>26,17>32,17>33,17>37,17>38,18>20,18>25,18>35,19>11,19>18,19>2,19>21,19>22,19>23,19>26,19>30,19>31,19>35,19>36,19>37,19>39,19>8,2>11,2>24,2>27,2>28,2>33,2>35,2>36,2>37,2>38,20>25,20>35,21>1,21>18,21>20,21>22,21>24,21>30,21>35,21>36,21>38,22>32,22>36,22>38,23>11,23>20,23>21,23>26,23>28,23>31,23>33,23>36,23>37,23>38,23>39,23>40,24>18,24>27,24>32,24>35,24>37,24>38,25>31,25>35,26>18,26>27,26>31,26>40,27>18,27>31,27>32,28>11,28>21,28>24,28>26,28>32,28>33,28>36,28>38,28>39,28>40,29>11,29>19,29>2,29>20,29>21,29>23,29>24,29>26,29>27,29>28,29>34,29>36,29>38,29>8,3>1,3>11,3>12,3>18,3>19,3>25,3>27,3>29,3>32,3>37,3>39,3>40,3>7,30>22,30>24,30>26,30>32,30>40,32>18,32>20,33>11,33>21,33>22,33>24,33>26,33>27,33>30,33>32,33>36,33>37,33>38,33>39,34>17,34>19,34>20,34>26,34>37,34>39,34>40,36>20,36>27,36>32,36>37,36>39,37>26,37>27,37>31,37>38,38>20,38>26,39>1,39>35,4>10,4>15,4>16,4>19,4>20,4>22,4>28,4>30,4>36,4>37,4>39,4>40,4>7,40>27,5>17,5>21,5>22,5>23,5>25,5>30,6>10,6>14,6>15,6>17,6>24,6>25,6>26,6>27,6>28,6>32,6>33,6>35,6>37,6>9,7>13,7>16,7>17,7>18,7>19,7>21,7>23,7>26,7>33,7>34,7>35,7>38,7>5,7>8,8>11,8>17,8>21,8>26,8>28,8>32,8>35,8>36,8>37,8>39,8>40,8>5,9>13,9>20,9>21,9>29,9>32,9>33,9>37,9>38,9>40,9>8"
40,"iBIC","hcmc",3,"1158.6628308337779",281,"1>22,1>40,10>18,10>19,10>22,10>26,10>29,10>30,10>32,10>36,10>37,10>38,11>1,11>31,11>35,11>36,11>40,12>11,12>13,12>14,12>15,12>19,12>20,12>22,12>26,12>27,12>28,12>3,12>36,12>39,13>17,13>18,13>19,13>20,13>22,13>26,13>30,13>34,13>37,13>38,14>11,14>21,14>23,14>27,14>30,14>31,14>32,14>33,14>35,14>36,14>37,15>11,15>13,15>26,15>27,15>28,15>31,15>33,15>37,15>38,15>39,15>7,16>11,16>18,16>20,16>22,16>23,16>26,16>27,16>29,16>32,16>36,16>38,16>6,17>11,17>18,17>22,17>25,17>26,17>29,17>30,17>8,18>19,18>25,18>35,18>39,18>8,19>11,19>22,19>31,19>35,19>39,2>11,2>21,2>27,2>28,2>32,2>33,2>35,2>36,2>37,2>38,2>9,20>25,20>29,20>34,20>35,20>36,20>8,21>1,21>18,21>19,21>22,21>26,21>29,21>30,21>35,21>36,21>38,21>8,21>9,23>28,23>29,23>31,23>32,23>36,23>38,23>39,23>40,24>18,24>21,24>26,24>27,24>30,24>35,24>36,24>37,24>38,25>19,25>29,25>31,25>35,25>36,26>18,26>19,26>27,26>30,26>31,26>34,26>40,26>8,27>11,27>18,27>20,27>29,27>31,27>32,28>11,28>21,28>24,28>30,28>33,28>34,28>37,28>38,28>40,28>9,29>19,29>22,29>36,29>8,3>1,3>11,3>25,3>27,3>30,3>32,3>37,3>39,3>40,3>7,30>20,30>22,30>29,30>40,32>11,32>18,32>19,32>20,32>30,33>11,33>17,33>20,33>24,33>27,33>29,33>30,33>32,33>38,33>8,34>18,34>19,34>39,34>40,36>39,37>17,37>20,37>26,37>27,37>29,37>31,38>17,38>22,38>26,38>29,38>30,38>32,39>1,39>35,4>10,4>16,4>22,4>28,4>29,4>30,4>36,4>39,4>40,4>7,5>17,5>22,5>23,5>25,5>33,5>37,5>7,5>8,6>10,6>11,6>14,6>17,6>19,6>25,6>26,6>27,6>30,6>32,6>33,6>35,6>36,6>9,7>13,7>16,7>17,7>18,7>19,7>20,7>21,7>23,7>28,7>33,7>34,7>35,7>37,7>8,8>19,8>35,8>36,8>39,8>40,9>13,9>17,9>20,9>22,9>26,9>30,9>32,9>37,9>38,9>40,9>8"
40,"iBIC","hillclimbing",1,"1181.9781766033461",285,"1>13,1>22,1>40,10>13,10>16,10>19,10>22,10>30,10>36,10>5,11>1,11>16,11>2,11>21,11>35,11>40,11>8,12>11,12>14,12>15,12>16,12>22,12>26,12>3,12>32,12>36,12>38,12>39,12>8,13>16,13>2,13>22,13>30,13>8,14>11,14>13,14>20,14>21,14>23,14>27,14>28,14>29,14>30,14>35,15>11,15>17,15>2,15>23,15>27,15>28,15>39,15>4,16>21,16>22,17>10,17>11,17>18,17>22,17>24,17>25,17>26,17>29,17>32,17>38,17>5,17>7,18>10,18>13,18>16,18>21,18>24,18>25,18>29,18>32,18>35,18>38,18>39,18>7,18>8,19>11,19>16,19>21,19>22,19>30,19>35,19>36,19>39,19>8,2>36,20>13,20>15,20>18,20>25,20>26,20>29,20>32,20>33,20>34,20>35,20>38,20>5,20>8,21>2,21>22,21>30,21>35,21>36,21>8,23>36,23>39,23>40,24>16,24>19,24>2,24>21,24>28,24>30,24>35,24>36,25>23,25>35,26>10,26>13,26>16,26>19,26>2,26>21,26>24,26>34,26>38,26>40,26>8,27>11,27>13,27>18,27>2,27>24,27>26,27>33,27>9,28>11,28>13,28>2,28>23,28>30,28>34,28>4,28>40,28>8,29>10,29>16,29>19,29>22,29>24,29>28,29>30,29>32,29>36,29>8,3>1,3>13,3>2,3>25,3>27,3>28,3>29,3>30,3>31,3>33,3>35,3>39,3>4,3>40,3>7,3>9,30>22,30>40,31>11,31>14,31>15,31>26,31>27,31>28,31>29,31>33,31>38,31>7,32>11,32>13,32>16,32>21,32>23,32>28,32>30,32>33,32>7,33>10,33>11,33>13,33>23,33>24,33>28,33>30,33>5,33>7,34>13,34>19,34>39,34>40,34>8,35>2,35>23,35>36,36>39,37>10,37>18,37>19,37>24,37>26,37>28,37>29,37>31,37>33,37>38,37>7,38>10,38>13,38>21,38>22,38>29,38>30,38>33,38>7,4>10,4>22,4>23,4>30,4>36,4>39,4>40,5>22,5>23,5>25,5>30,5>36,6>10,6>11,6>14,6>16,6>17,6>19,6>20,6>23,6>24,6>25,6>30,6>31,6>35,6>36,6>38,6>5,6>7,6>8,6>9,7>13,7>2,7>34,7>35,7>36,7>4,7>5,7>8,8>35,8>39,8>40,8>5,9>11,9>13,9>19,9>21,9>22,9>24,9>29,9>38,9>40"
40,"iBIC","hillclimbing",2,"1181.9781766033461",285,"1>13,1>22,1>40,10>13,10>16,10>19,10>22,10>30,10>36,10>5,11>1,11>16,11>2,11>21,11>35,11>40,11>8,12>11,12>14,12>15,12>16,12>22,12>26,12>3,12>32,12>36,12>38,12>39,12>8,13>16,13>2,13>22,13>30,13>8,14>11,14>13,14>20,14>21,14>23,14>27,14>28,14>29,14>30,14>35,15>11,15>17,15>2,15>23,15>27,15>28,15>39,15>4,16>21,16>22,17>10,17>11,17>18,17>22,17>24,17>25,17>26,17>29,17>32,17>38,17>5,17>7,18>10,18>13,18>16,18>21,18>24,18>25,18>29,18>32,18>35,18>38,18>39,18>7,18>8,19>11,19>16,19>21,19>22,19>30,19>35,19>36,19>39,19>8,2>36,20>13,20>15,20>18,20>25,20>26,20>29,20>32,20>33,20>34,20>35,20>38,20>5,20>8,21>2,21>22,21>30,21>35,21>36,21>8,23>36,23>39,23>40,24>16,24>19,24>2,24>21,24>28,24>30,24>35,24>36,25>23,25>35,26>10,26>13,26>16,26>19,26>2,26>21,26>24,26>34,26>38,26>40,26>8,27>11,27>13,27>18,27>2,27>24,27>26,27>33,27>9,28>11,28>13,28>2,28>23,28>30,28>34,28>4,28>40,28>8,29>10,29>16,29>19,29>22,29>24,29>28,29>30,29>32,29>36,29>8,3>1,3>13,3>2,3>25,3>27,3>28,3>29,3>30,3>31,3>33,3>35,3>39,3>4,3>40,3>7,3>9,30>22,30>40,31>11,31>14,31>15,31>26,31>27,31>28,31>29,31>33,31>38,31>7,32>11,32>13,32>16,32>21,32>23,32>28,32>30,32>33,32>7,33>10,33>11,33>13,33>23,33>24,33>28,33>30,33>5,33>7,34>13,34>19,34>39,34>40,34>8,35>2,35>23,35>36,36>39,37>10,37>18,37>19,37>24,37>26,37>28,37>29,37>31,37>33,37>38,37>7,38>10,38>13,38>21,38>22,38>29,38>30,38>33,38>7,4>10,4>22,4>23,4>30,4>36,4>39,4>40,5>22,5>23,5>25,5>30,5>36,6>10,6>11,6>14,6>16,6>17,6>19,6>20,6>23,6>24,6>25,6>30,6>31,6>35,6>36,6>38,6>5,6>7,6>8,6>9,7>13,7>2,7>34,7>35,7>36,7>4,7>5,7>8,8>35,8>39,8>40,8>5,9>11,9>13,9>19,9>21,9>22,9>24,9>29,9>38,9>40"
40,"iBIC","hillclimbing",3,"1181.9781766033461",285,"1>13,1>22,1>40,10>13,10>16,10>19,10>22,10>30,10>36,10>5,11>1,11>16,11>2,11>21,11>35,11>40,11>8,12>11,12>14,12>15,12>16,12>22,12>26,12>3,12>32,12>36,12>38,12>39,12>8,13>16,13>2,13>22,13>30,13>8,14>11,14>13,14>20,14>21,14>23,14>27,14>28,14>29,14>30,14>35,15>11,15>17,15>2,15>23,15>27,15>28,15>39,15>4,16>21,16>22,17>10,17>11,17>18,17>22,17>24,17>25,17>26,17>29,17>32,17>38,17>5,17>7,18>10,18>13,18>16,18>21,18>24,18>25,18>29,18>32,18>35,18>38,18>39,18>7,18>8,19>11,19>16,19>21,19>22,19>30,19>35,19>36,19>39,19>8,2>36,20>13,20>15,20>18,20>25,20>26,20>29,20>32,20>33,20>34,20>35,20>38,20>5,20>8,21>2,21>22,21>30,21>35,21>36,21>8,23>36,23>39,23>40,24>16,24>19,24>2,24>21,24>28,24>30,24>35,24>36,25>23,25>35,26>10,26>13,26>16,26>19,26>2,26>21,26>24,26>34,26>38,26>40,26>8,27>11,27>13,27>18,27>2,27>24,27>26,27>33,27>9,28>11,28>13,28>2,28>23,28>30,28>34,28>4,28>40,28>8,29>10,29>16,29>19,29>22,29>24,29>28,29>30,29>32,29>36,29>8,3>1,3>13,3>2,3>25,3>27,3>28,3>29,3>30,3>31,3>33,3>35,3>39,3>4,3>40,3>7,3>9,30>22,30>40,31>11,31>14,31>15,31>26,31>27,31>28,31>29,31>33,31>38,31>7,32>11,32>13,32>16,32>21,32>23,32>28,32>30,32>33,32>7,33>10,33>11,33>13,33>23,33>24,33>28,33>30,33>5,33>7,34>13,34>19,34>39,34>40,34>8,35>2,35>23,35>36,36>39,37>10,37>18,37>19,37>24,37>26,37>28,37>29,37>31,37>33,37>38,37>7,38>10,38>13,38>21,38>22,38>29,38>30,38>33,38>7,4>10,4>22,4>23,4>30,4>36,4>39,4>40,5>22,5>23,5>25,5>30,5>36,6>10,6>11,6>14,6>16,6>17,6>19,6>20,6>23,6>24,6>25,6>30,6>31,6>35,6>36,6>38,6>5,6>7,6>8,6>9,7>13,7>2,7>34,7>35,7>36,7>4,7>5,7>8,8>35,8>39,8>40,8>5,9>11,9>13,9>19,9>21,9>22,9>24,9>29,9>38,9>40"
40,"iBGe","hcmc",1,"-6398.392993374734",284,"1>26,1>27,1>38,1>40,10>16,10>22,10>26,10>38,11>1,11>16,11>2,11>26,11>28,11>31,11>40,12>11,12>14,12>15,12>27,12>28,12>3,12>32,12>35,12>38,12>39,12>4,13>10,13>2,13>38,13>7,14>2,14>23,14>27,14>28,14>31,14>5,15>17,15>26,15>27,15>28,15>30,15>31,15>39,15>8,16>26,16>38,17>11,17>13,17>23,17>25,17>26,17>28,17>30,17>32,17>33,17>38,17>5,17>7,18>13,18>16,18>19,18>20,18>22,18>24,18>25,18>26,18>30,18>32,18>35,18>39,18>5,18>7,18>8,19>11,19>16,19>2,19>20,19>21,19>22,19>25,19>26,19>28,19>31,19>35,19>39,19>8,20>10,20>13,20>25,20>26,20>30,20>32,20>33,20>38,21>11,21>13,21>2,21>22,21>26,21>27,21>38,22>26,22>38,23>26,23>28,23>31,23>33,23>35,23>38,23>39,23>4,23>40,24>2,24>21,24>27,24>28,24>38,25>24,25>27,25>30,25>31,25>33,25>38,26>2,26>27,26>31,26>40,27>2,27>31,28>13,28>2,28>26,28>38,28>4,28>40,29>19,29>20,29>21,29>24,29>26,29>27,29>28,29>3,29>32,29>33,29>34,29>36,29>38,29>5,29>6,29>7,29>8,29>9,3>18,3>2,3>25,3>27,3>33,3>35,3>39,3>4,3>40,3>6,3>7,3>9,30>10,30>11,30>13,30>21,30>22,30>28,30>40,31>2,32>10,32>11,32>13,32>21,32>24,32>25,32>26,32>27,32>28,32>33,33>10,33>11,33>13,33>22,33>24,33>28,33>30,34>13,34>16,34>17,34>18,34>19,34>26,34>32,34>33,34>39,34>40,34>5,34>7,35>11,35>2,35>20,35>25,35>28,35>32,35>33,36>12,36>19,36>2,36>21,36>23,36>24,36>27,36>30,36>35,36>39,36>4,36>9,37>13,37>18,37>20,37>24,37>27,37>30,37>31,37>33,37>35,37>38,37>5,37>7,37>9,38>26,4>10,4>22,4>39,4>40,5>2,5>22,5>23,5>25,5>28,5>30,5>33,5>35,5>38,5>7,6>11,6>13,6>14,6>16,6>17,6>2,6>23,6>25,6>26,6>30,6>35,6>8,7>10,7>16,7>2,7>26,7>4,8>10,8>11,8>16,8>26,8>33,8>39,8>40,8>5,8>7,9>11,9>13,9>18,9>21,9>35,9>38,9>40,9>6,9>7"
40,"iBGe","hcmc",2,"-6403.081586957268",237,"1>15,1>22,1>40,10>16,10>22,10>36,11>1,11>13,11>15,11>24,11>28,11>31,11>35,11>40,11>6,11>7,11>8,12>14,12>15,12>22,12>27,12>28,12>30,12>32,12>36,12>38,12>39,12>4,13>15,13>16,13>22,13>28,13>7,14>23,14>28,14>31,14>35,15>23,15>28,15>31,15>39,16>22,17>11,17>13,17>18,17>22,17>24,17>25,17>29,17>30,17>32,17>34,17>38,17>5,17>6,18>16,18>2,18>30,18>32,18>35,18>36,18>39,18>7,18>8,19>11,19>16,19>21,19>22,19>31,19>35,19>36,19>39,19>7,19>8,2>24,2>28,2>35,2>36,20>11,20>13,20>18,20>25,20>27,20>29,20>32,20>33,20>34,20>35,20>8,21>13,21>16,21>22,21>35,21>36,21>7,23>31,23>36,23>39,23>4,23>40,24>21,24>28,24>35,25>27,25>31,25>33,25>35,25>38,25>6,26>10,26>13,26>16,26>19,26>21,26>27,26>29,26>3,26>31,26>38,26>40,26>7,26>8,26>9,27>18,27>2,27>28,27>30,27>31,27>7,27>9,28>23,28>4,28>40,28>8,29>10,29>16,29>19,29>22,29>27,29>28,29>32,29>33,29>36,29>8,29>9,3>12,3>2,3>25,3>29,3>33,3>39,3>4,3>40,3>7,3>9,30>10,30>11,30>13,30>21,30>22,30>28,30>40,30>6,32>28,32>33,33>11,33>24,33>28,33>30,33>34,33>5,34>13,34>16,34>19,34>2,34>30,34>39,34>40,34>7,34>8,35>23,35>36,36>16,36>39,37>18,37>23,37>24,37>25,37>27,37>29,37>31,37>33,37>34,37>38,38>10,38>16,38>21,38>22,38>28,38>29,38>33,4>10,4>22,4>36,4>39,4>40,5>10,5>22,5>23,5>36,6>13,6>14,6>15,6>16,6>23,6>28,6>35,6>36,6>5,6>8,7>10,7>35,7>4,7>5,8>35,8>39,8>40,8>5,8>7,9>13,9>16,9>19,9>2,9>21,9>22,9>40,9>6"
40,"iBGe","hcmc",3,"-6354.1999107182046",270,"1>22,1>40,10>18,10>19,10>22,10>26,10>29,10>30,10>32,10>36,10>37,10>38,11>1,11>31,11>35,11>36,11>40,12>11,12>14,12>15,12>19,12>20,12>22,12>26,12>27,12>28,12>29,12>3,12>36,12>39,13>17,13>18,13>19,13>20,13>22,13>26,13>27,13>30,13>34,13>37,13>38,14>23,14>27,14>31,14>32,14>33,14>35,14>36,14>37,15>11,15>13,15>26,15>27,15>28,15>31,15>33,15>37,15>38,15>39,15>7,16>11,16>18,16>20,16>22,16>23,16>26,16>27,16>29,16>32,16>38,16>6,17>11,17>18,17>22,17>25,17>26,17>27,17>29,17>30,17>8,18>19,18>25,18>35,18>39,18>8,19>11,19>22,19>31,19>35,19>39,2>11,2>21,2>27,2>28,2>32,2>33,2>35,2>36,2>37,2>38,2>9,20>25,20>29,20>34,20>35,20>36,20>8,21>18,21>19,21>22,21>26,21>30,21>35,21>36,21>38,21>8,21>9,23>11,23>28,23>29,23>31,23>32,23>36,23>38,23>39,23>40,24>18,24>21,24>26,24>27,24>30,24>35,24>36,24>37,24>38,25>31,25>35,25>36,26>11,26>18,26>19,26>27,26>29,26>30,26>31,26>34,26>40,26>8,27>11,27>18,27>20,27>31,27>32,28>11,28>21,28>24,28>30,28>33,28>34,28>38,28>40,28>9,29>19,29>22,29>36,29>8,3>11,3>25,3>27,3>32,3>37,3>39,3>40,3>7,30>20,30>22,30>29,30>40,32>11,32>18,32>19,32>20,32>30,33>17,33>20,33>24,33>29,33>30,33>32,33>37,33>38,33>8,34>19,34>39,34>40,36>39,37>17,37>20,37>26,37>27,37>29,37>31,38>17,38>22,38>26,38>29,38>30,38>32,39>35,4>10,4>16,4>22,4>27,4>28,4>29,4>30,4>36,4>39,4>40,4>7,5>11,5>17,5>22,5>23,5>25,5>29,5>33,5>8,6>10,6>14,6>17,6>19,6>25,6>26,6>27,6>32,6>33,6>35,6>36,6>9,7>13,7>16,7>17,7>18,7>19,7>20,7>21,7>23,7>28,7>33,7>34,7>35,7>37,7>8,8>19,8>35,8>36,8>39,8>40,9>13,9>17,9>20,9>22,9>26,9>29,9>30,9>32,9>38,9>40,9>8"
